left_index,right_index,left_id_consulta,right_id_consulta,left_id_consulta_original,right_id_consulta_original,left_record_key,right_record_key,left_name,right_name,left_dob,right_dob,left_sex,right_sex,blocking_passes,full_name_score,birth_date_score,sex_score,last_names_score,contact_score,total_score,classification
5,4164,PJF_M_ESP_0206_06,PJF_M_ESP_2102_31,PJF_M_ESP_0206_06,PJF_M_ESP_2102_31,transacciones|transacciones_espana_2023.csv|6,transacciones|transacciones_espana_2025.csv|831,pablo jimenez fernandez,pablo jimenez fernandez,1985-05-13,1985-05-13,M,M,birthdate_country | birthdate_lastname_soundex_country | birthdate_name_lastname_soundex_country | email_exact | phone_country,1.0,1.0,1.0,1.0,1.0,1.0,auto_match_supported_dob_surnames
1731,2896,ARR_M_ESP_1902_65,ARR_M_ESP_2103_30,ARR_M_ESP_1902_65,ARR_M_ESP_2103_30,transacciones|transacciones_espana_2024.csv|65,transacciones|transacciones_espana_2024.csv|1230,alejandro rodriguez rodriguez,alejandro rodriguez rodriguez,1941-01-22,1941-01-22,M,M,birthdate_country | birthdate_lastname_soundex_country | birthdate_name_lastname_soundex_country | email_exact | phone_country,1.0,1.0,1.0,1.0,1.0,1.0,auto_match_supported_dob_surnames
6,1731,ARR_M_ESP_0108_07,ARR_M_ESP_1902_65,ARR_M_ESP_0108_07,ARR_M_ESP_1902_65,transacciones|transacciones_espana_2023.csv|7,transacciones|transacciones_espana_2024.csv|65,alejandro rodriguez rodriguez,alejandro rodriguez rodriguez,1941-01-22,1941-01-22,M,M,birthdate_country | birthdate_lastname_soundex_country | birthdate_name_lastname_soundex_country | email_exact | phone_country,1.0,1.0,1.0,1.0,1.0,1.0,auto_match_supported_dob_surnames
813,1869,ARR_M_ESP_1301_14,ARR_M_ESP_2805_03,ARR_M_ESP_1301_14,ARR_M_ESP_2805_03,transacciones|transacciones_espana_2023.csv|814,transacciones|transacciones_espana_2024.csv|203,alejandro rodriguez rodriguez,alejandro rodriguez rodriguez,1941-01-22,1941-01-22,M,M,birthdate_country | birthdate_lastname_soundex_country | birthdate_name_lastname_soundex_country,1.0,1.0,1.0,1.0,0.0,0.9,auto_match_supported_dob_surnames
1584,2896,ARR_M_ESP_2601_85,ARR_M_ESP_2103_30,ARR_M_ESP_2601_85,ARR_M_ESP_2103_30,transacciones|transacciones_espana_2023.csv|1585,transacciones|transacciones_espana_2024.csv|1230,alejandro rodriguez rodriguez,alejandro rodriguez rodriguez,1941-01-22,1941-01-22,M,M,birthdate_country | birthdate_lastname_soundex_country | birthdate_name_lastname_soundex_country | email_exact | phone_country,1.0,1.0,1.0,1.0,1.0,1.0,auto_match_supported_dob_surnames
6,1869,ARR_M_ESP_0108_07,ARR_M_ESP_2805_03,ARR_M_ESP_0108_07,ARR_M_ESP_2805_03,transacciones|transacciones_espana_2023.csv|7,transacciones|transacciones_espana_2024.csv|203,alejandro rodriguez rodriguez,alejandro rodriguez rodriguez,1941-01-22,1941-01-22,M,M,birthdate_country | birthdate_lastname_soundex_country | birthdate_name_lastname_soundex_country | phone_country,1.0,1.0,1.0,1.0,1.0,1.0,auto_match_supported_dob_surnames
1869,2896,ARR_M_ESP_2805_03,ARR_M_ESP_2103_30,ARR_M_ESP_2805_03,ARR_M_ESP_2103_30,transacciones|transacciones_espana_2024.csv|203,transacciones|transacciones_espana_2024.csv|1230,alejandro rodriguez rodriguez,alejandro rodriguez rodriguez,1941-01-22,1941-01-22,M,M,birthdate_country | birthdate_lastname_soundex_country | birthdate_name_lastname_soundex_country | phone_country,1.0,1.0,1.0,1.0,1.0,1.0,auto_match_supported_dob_surnames
813,1584,ARR_M_ESP_1301_14,ARR_M_ESP_2601_85,ARR_M_ESP_1301_14,ARR_M_ESP_2601_85,transacciones|transacciones_espana_2023.csv|814,transacciones|transacciones_espana_2023.csv|1585,alejandro rodriguez rodriguez,alejandro rodriguez rodriguez,1941-01-22,1941-01-22,M,M,birthdate_country | birthdate_lastname_soundex_country | birthdate_name_lastname_soundex_country | email_exact,1.0,1.0,1.0,1.0,1.0,1.0,auto_match_supported_dob_surnames
813,2896,ARR_M_ESP_1301_14,ARR_M_ESP_2103_30,ARR_M_ESP_1301_14,ARR_M_ESP_2103_30,transacciones|transacciones_espana_2023.csv|814,transacciones|transacciones_espana_2024.csv|1230,alejandro rodriguez rodriguez,alejandro rodriguez rodriguez,1941-01-22,1941-01-22,M,M,birthdate_country | birthdate_lastname_soundex_country | birthdate_name_lastname_soundex_country | email_exact,1.0,1.0,1.0,1.0,1.0,1.0,auto_match_supported_dob_surnames
1584,1869,ARR_M_ESP_2601_85,ARR_M_ESP_2805_03,ARR_M_ESP_2601_85,ARR_M_ESP_2805_03,transacciones|transacciones_espana_2023.csv|1585,transacciones|transacciones_espana_2024.csv|203,alejandro rodriguez rodriguez,alejandro rodriguez rodriguez,1941-01-22,1941-01-22,M,M,birthdate_country | birthdate_lastname_soundex_country | birthdate_name_lastname_soundex_country | phone_country,1.0,1.0,1.0,1.0,1.0,1.0,auto_match_supported_dob_surnames
1731,1869,ARR_M_ESP_1902_65,ARR_M_ESP_2805_03,ARR_M_ESP_1902_65,ARR_M_ESP_2805_03,transacciones|transacciones_espana_2024.csv|65,transacciones|transacciones_espana_2024.csv|203,alejandro rodriguez rodriguez,alejandro rodriguez rodriguez,1941-01-22,1941-01-22,M,M,birthdate_country | birthdate_lastname_soundex_country | birthdate_name_lastname_soundex_country | phone_country,1.0,1.0,1.0,1.0,1.0,1.0,auto_match_supported_dob_surnames
6,2896,ARR_M_ESP_0108_07,ARR_M_ESP_2103_30,ARR_M_ESP_0108_07,ARR_M_ESP_2103_30,transacciones|transacciones_espana_2023.csv|7,transacciones|transacciones_espana_2024.csv|1230,alejandro rodriguez rodriguez,alejandro rodriguez rodriguez,1941-01-22,1941-01-22,M,M,birthdate_country | birthdate_lastname_soundex_country | birthdate_name_lastname_soundex_country | email_exact | phone_country,1.0,1.0,1.0,1.0,1.0,1.0,auto_match_supported_dob_surnames
1584,1731,ARR_M_ESP_2601_85,ARR_M_ESP_1902_65,ARR_M_ESP_2601_85,ARR_M_ESP_1902_65,transacciones|transacciones_espana_2023.csv|1585,transacciones|transacciones_espana_2024.csv|65,alejandro rodriguez rodriguez,alejandro rodriguez rodriguez,1941-01-22,1941-01-22,M,M,birthdate_country | birthdate_lastname_soundex_country | birthdate_name_lastname_soundex_country | email_exact | phone_country,1.0,1.0,1.0,1.0,1.0,1.0,auto_match_supported_dob_surnames
813,1731,ARR_M_ESP_1301_14,ARR_M_ESP_1902_65,ARR_M_ESP_1301_14,ARR_M_ESP_1902_65,transacciones|transacciones_espana_2023.csv|814,transacciones|transacciones_espana_2024.csv|65,alejandro rodriguez rodriguez,alejandro rodriguez rodriguez,1941-01-22,1941-01-22,M,M,birthdate_country | birthdate_lastname_soundex_country | birthdate_name_lastname_soundex_country | email_exact,1.0,1.0,1.0,1.0,1.0,1.0,auto_match_supported_dob_surnames
6,813,ARR_M_ESP_0108_07,ARR_M_ESP_1301_14,ARR_M_ESP_0108_07,ARR_M_ESP_1301_14,transacciones|transacciones_espana_2023.csv|7,transacciones|transacciones_espana_2023.csv|814,alejandro rodriguez rodriguez,alejandro rodriguez rodriguez,1941-01-22,1941-01-22,M,M,birthdate_country | birthdate_lastname_soundex_country | birthdate_name_lastname_soundex_country | email_exact,1.0,1.0,1.0,1.0,1.0,1.0,auto_match_supported_dob_surnames
6,1584,ARR_M_ESP_0108_07,ARR_M_ESP_2601_85,ARR_M_ESP_0108_07,ARR_M_ESP_2601_85,transacciones|transacciones_espana_2023.csv|7,transacciones|transacciones_espana_2023.csv|1585,alejandro rodriguez rodriguez,alejandro rodriguez rodriguez,1941-01-22,1941-01-22,M,M,birthdate_country | birthdate_lastname_soundex_country | birthdate_name_lastname_soundex_country | email_exact | phone_country,1.0,1.0,1.0,1.0,1.0,1.0,auto_match_supported_dob_surnames
3029,4604,MLS_F_ESP_1508_63,MLS_F_ESP_0109_71,MLS_F_ESP_1508_63,MLS_F_ESP_0109_71,transacciones|transacciones_espana_2024.csv|1363,transacciones|transacciones_espana_2025.csv|1271,maria lopez sanchez,maria lopez sanchez,2005-02-07,2005-02-07,F,F,birthdate_country | birthdate_lastname_soundex_country | birthdate_name_lastname_soundex_country | email_exact | phone_country,1.0,1.0,1.0,1.0,1.0,1.0,auto_match_supported_dob_surnames
7,4604,MLS_F_ESP_0602_08,MLS_F_ESP_0109_71,MLS_F_ESP_0602_08,MLS_F_ESP_0109_71,transacciones|transacciones_espana_2023.csv|8,transacciones|transacciones_espana_2025.csv|1271,maria lopez sanchez,maria lopez sanchez,2005-02-07,2005-02-07,F,F,birthdate_country | birthdate_lastname_soundex_country | birthdate_name_lastname_soundex_country | email_exact | phone_country,1.0,1.0,1.0,1.0,1.0,1.0,auto_match_supported_dob_surnames
7,3029,MLS_F_ESP_0602_08,MLS_F_ESP_1508_63,MLS_F_ESP_0602_08,MLS_F_ESP_1508_63,transacciones|transacciones_espana_2023.csv|8,transacciones|transacciones_espana_2024.csv|1363,maria lopez sanchez,maria lopez sanchez,2005-02-07,2005-02-07,F,F,birthdate_country | birthdate_lastname_soundex_country | birthdate_name_lastname_soundex_country | email_exact | phone_country,1.0,1.0,1.0,1.0,1.0,1.0,auto_match_supported_dob_surnames
3474,4533,AGP_M_ESP_2704_41,AGP_M_ESP_2106_00,AGP_M_ESP_2704_41,AGP_M_ESP_2106_00,transacciones|transacciones_espana_2025.csv|141,transacciones|transacciones_espana_2025.csv|1200,alejandro gomez perez,alejandro gomez perez,1963-03-09,1963-03-09,M,M,birthdate_country | birthdate_lastname_soundex_country | birthdate_name_lastname_soundex_country | email_exact,1.0,1.0,1.0,1.0,1.0,1.0,auto_match_supported_dob_surnames
8,3474,AGP_M_ESP_1911_09,AGP_M_ESP_2704_41,AGP_M_ESP_1911_09,AGP_M_ESP_2704_41,transacciones|transacciones_espana_2023.csv|9,transacciones|transacciones_espana_2025.csv|141,alejandro gomez perez,alejandro gomez perez,1963-03-09,1963-03-09,M,M,birthdate_country | birthdate_lastname_soundex_country | birthdate_name_lastname_soundex_country | email_exact,1.0,1.0,1.0,1.0,1.0,1.0,auto_match_supported_dob_surnames
8,4533,AGP_M_ESP_1911_09,AGP_M_ESP_2106_00,AGP_M_ESP_1911_09,AGP_M_ESP_2106_00,transacciones|transacciones_espana_2023.csv|9,transacciones|transacciones_espana_2025.csv|1200,alejandro gomez perez,alejandro gomez perez,1963-03-09,1963-03-09,M,M,birthdate_country | birthdate_lastname_soundex_country | birthdate_name_lastname_soundex_country | email_exact,1.0,1.0,1.0,1.0,1.0,1.0,auto_match_supported_dob_surnames
9,1558,EPJ_F_ESP_2003_10,EPJ_F_ESP_0211_59,EPJ_F_ESP_2003_10,EPJ_F_ESP_0211_59,transacciones|transacciones_espana_2023.csv|10,transacciones|transacciones_espana_2023.csv|1559,elena perez jimenez,elena perez jimenez,1937-11-17,1937-11-17,F,F,birthdate_country | birthdate_lastname_soundex_country | birthdate_name_lastname_soundex_country,1.0,1.0,1.0,1.0,0.0,0.9,auto_match_supported_dob_surnames
10,3187,IRG_F_ESP_1104_11,IRG_F_ESP_2212_21,IRG_F_ESP_1104_11,IRG_F_ESP_2212_21,transacciones|transacciones_espana_2023.csv|11,transacciones|transacciones_espana_2024.csv|1521,irene rodrguez garcia,i rodriguez garcia,1969-08-28,1969-08-28,F,F,birthdate_country | birthdate_lastname_soundex_country | email_exact,0.8203,1.0,1.0,0.9889,1.0,0.927,auto_match_supported_dob_contact
1062,3187,IRG_F_ESP_2505_63,IRG_F_ESP_2212_21,IRG_F_ESP_2505_63,IRG_F_ESP_2212_21,transacciones|transacciones_espana_2023.csv|1063,transacciones|transacciones_espana_2024.csv|1521,i rodriguez garcia,i rodriguez garcia,1969-08-28,1969-08-28,F,F,birthdate_country | birthdate_lastname_soundex_country | birthdate_name_lastname_soundex_country | email_exact | phone_country,1.0,1.0,1.0,1.0,1.0,1.0,auto_match_supported_dob_surnames
1062,2778,IRG_F_ESP_2505_63,IRG_F_ESP_0112_12,IRG_F_ESP_2505_63,IRG_F_ESP_0112_12,transacciones|transacciones_espana_2023.csv|1063,transacciones|transacciones_espana_2024.csv|1112,i rodriguez garcia,irene rodriguez garcia,1969-08-28,1969-08-28,F,F,birthdate_country | birthdate_lastname_soundex_country | email_exact,0.8288,1.0,1.0,1.0,1.0,0.9315,auto_match_supported_dob_surnames
10,1062,IRG_F_ESP_1104_11,IRG_F_ESP_2505_63,IRG_F_ESP_1104_11,IRG_F_ESP_2505_63,transacciones|transacciones_espana_2023.csv|11,transacciones|transacciones_espana_2023.csv|1063,irene rodrguez garcia,i rodriguez garcia,1969-08-28,1969-08-28,F,F,birthdate_country | birthdate_lastname_soundex_country | email_exact,0.8203,1.0,1.0,0.9889,1.0,0.927,auto_match_supported_dob_contact
10,2778,IRG_F_ESP_1104_11,IRG_F_ESP_0112_12,IRG_F_ESP_1104_11,IRG_F_ESP_0112_12,transacciones|transacciones_espana_2023.csv|11,transacciones|transacciones_espana_2024.csv|1112,irene rodrguez garcia,irene rodriguez garcia,1969-08-28,1969-08-28,F,F,birthdate_country | birthdate_lastname_soundex_country | birthdate_name_lastname_soundex_country | email_exact,0.9433,1.0,1.0,0.9889,1.0,0.9762,auto_match_supported_dob_contact
2778,3187,IRG_F_ESP_0112_12,IRG_F_ESP_2212_21,IRG_F_ESP_0112_12,IRG_F_ESP_2212_21,transacciones|transacciones_espana_2024.csv|1112,transacciones|transacciones_espana_2024.csv|1521,irene rodriguez garcia,i rodriguez garcia,1969-08-28,1969-08-28,F,F,birthdate_country | birthdate_lastname_soundex_country | email_exact,0.8288,1.0,1.0,1.0,1.0,0.9315,auto_match_supported_dob_surnames
11,4316,MPF_F_ESP_1603_12,MPF_F_ESP_1107_83,MPF_F_ESP_1603_12,MPF_F_ESP_1107_83,transacciones|transacciones_espana_2023.csv|12,transacciones|transacciones_espana_2025.csv|983,maria perez fernandez,maria perez fernandez,1974-12-12,1974-12-12,F,F,birthdate_country | birthdate_lastname_soundex_country | birthdate_name_lastname_soundex_country | email_exact | phone_country,1.0,1.0,1.0,1.0,1.0,1.0,auto_match_supported_dob_surnames
581,1819,PMD_F_ESP_2111_82,PMD_F_ESP_1704_53,PMD_F_ESP_2111_82,PMD_F_ESP_1704_53,transacciones|transacciones_espana_2023.csv|582,transacciones|transacciones_espana_2024.csv|153,paula martinez,paula martinez diaz,2013-12-09,2013-12-09,F,F,birthdate_country | birthdate_lastname_soundex_country | birthdate_name_lastname_soundex_country | email_exact | phone_country,0.9474,1.0,1.0,0.5,1.0,0.9289,auto_match_supported_dob_contact
13,1819,PMD_F_ESP_0506_14,PMD_F_ESP_1704_53,PMD_F_ESP_0506_14,PMD_F_ESP_1704_53,transacciones|transacciones_espana_2023.csv|14,transacciones|transacciones_espana_2024.csv|153,paula martinez diaz,paula martinez diaz,2013-12-09,2013-12-09,F,F,birthdate_country | birthdate_lastname_soundex_country | birthdate_name_lastname_soundex_country | email_exact | phone_country,1.0,1.0,1.0,1.0,1.0,1.0,auto_match_supported_dob_surnames
552,1819,PMD_F_ESP_2205_53,PMD_F_ESP_1704_53,PMD_F_ESP_2205_53,PMD_F_ESP_1704_53,transacciones|transacciones_espana_2023.csv|553,transacciones|transacciones_espana_2024.csv|153,paula martinez diaz,paula martinez diaz,2013-12-09,2013-12-09,F,F,birthdate_country | birthdate_lastname_soundex_country | birthdate_name_lastname_soundex_country | email_exact,1.0,1.0,1.0,1.0,1.0,1.0,auto_match_supported_dob_surnames
13,552,PMD_F_ESP_0506_14,PMD_F_ESP_2205_53,PMD_F_ESP_0506_14,PMD_F_ESP_2205_53,transacciones|transacciones_espana_2023.csv|14,transacciones|transacciones_espana_2023.csv|553,paula martinez diaz,paula martinez diaz,2013-12-09,2013-12-09,F,F,birthdate_country | birthdate_lastname_soundex_country | birthdate_name_lastname_soundex_country | email_exact,1.0,1.0,1.0,1.0,1.0,1.0,auto_match_supported_dob_surnames
13,581,PMD_F_ESP_0506_14,PMD_F_ESP_2111_82,PMD_F_ESP_0506_14,PMD_F_ESP_2111_82,transacciones|transacciones_espana_2023.csv|14,transacciones|transacciones_espana_2023.csv|582,paula martinez diaz,paula martinez,2013-12-09,2013-12-09,F,F,birthdate_country | birthdate_lastname_soundex_country | birthdate_name_lastname_soundex_country | email_exact | phone_country,0.9474,1.0,1.0,0.5,1.0,0.9289,auto_match_supported_dob_contact
552,581,PMD_F_ESP_2205_53,PMD_F_ESP_2111_82,PMD_F_ESP_2205_53,PMD_F_ESP_2111_82,transacciones|transacciones_espana_2023.csv|553,transacciones|transacciones_espana_2023.csv|582,paula martinez diaz,paula martinez,2013-12-09,2013-12-09,F,F,birthdate_country | birthdate_lastname_soundex_country | birthdate_name_lastname_soundex_country | email_exact,0.9474,1.0,1.0,0.5,1.0,0.9289,auto_match_supported_dob_contact
14,3859,LSJ_F_ESP_1703_15,LSJ_F_ESP_0503_26,LSJ_F_ESP_1703_15,LSJ_F_ESP_0503_26,transacciones|transacciones_espana_2023.csv|15,transacciones|transacciones_espana_2025.csv|526,lucia sanchez jimenez,lucia sanchez jimenez,1984-01-10,1984-01-10,F,F,birthdate_country | birthdate_lastname_soundex_country | birthdate_name_lastname_soundex_country | email_exact | phone_country,1.0,1.0,1.0,1.0,1.0,1.0,auto_match_supported_dob_surnames
15,1885,LJP_F_ESP_1806_16,LJP_F_ESP_1305_19,LJP_F_ESP_1806_16,LJP_F_ESP_1305_19,transacciones|transacciones_espana_2023.csv|16,transacciones|transacciones_espana_2024.csv|219,laura jimenez perez,laura jimenez,1943-07-12,1943-07-12,F,F,birthdate_country | birthdate_lastname_soundex_country | birthdate_name_lastname_soundex_country | email_exact,0.9368,1.0,1.0,0.5,1.0,0.9247,auto_match_supported_dob_contact
16,38,PFM_F_ESP_0512_17,PFM_F_ESP_0501_39,PFM_F_ESP_0512_17,PFM_F_ESP_0501_39,transacciones|transacciones_espana_2023.csv|17,transacciones|transacciones_espana_2023.csv|39,paula fernandez martin,paula fernandez martin,1973-06-10,1973-06-10,F,F,birthdate_country | birthdate_lastname_soundex_country | birthdate_name_lastname_soundex_country | email_exact,1.0,1.0,1.0,1.0,1.0,1.0,auto_match_supported_dob_surnames
17,4957,AGJ_M_ESP_0906_18,AGJ_M_ESP_0805_24,AGJ_M_ESP_0906_18,AGJ_M_ESP_0805_24,transacciones|transacciones_espana_2023.csv|18,transacciones|transacciones_espana_2025.csv|1624,antonio garcia jimenez,antonio garcia jimenez,1981-05-28,1981-05-28,M,M,birthdate_country | birthdate_lastname_soundex_country | birthdate_name_lastname_soundex_country | email_exact,1.0,1.0,1.0,1.0,1.0,1.0,auto_match_supported_dob_surnames
4167,4957,AGJ_M_ESP_0410_34,AGJ_M_ESP_0805_24,AGJ_M_ESP_0410_34,AGJ_M_ESP_0805_24,transacciones|transacciones_espana_2025.csv|834,transacciones|transacciones_espana_2025.csv|1624,antonio garcia jimenez,antonio garcia jimenez,1981-05-28,1981-05-28,M,M,birthdate_country | birthdate_lastname_soundex_country | birthdate_name_lastname_soundex_country | email_exact,1.0,1.0,1.0,1.0,1.0,1.0,auto_match_supported_dob_surnames
17,4167,AGJ_M_ESP_0906_18,AGJ_M_ESP_0410_34,AGJ_M_ESP_0906_18,AGJ_M_ESP_0410_34,transacciones|transacciones_espana_2023.csv|18,transacciones|transacciones_espana_2025.csv|834,antonio garcia jimenez,antonio garcia jimenez,1981-05-28,1981-05-28,M,M,birthdate_country | birthdate_lastname_soundex_country | birthdate_name_lastname_soundex_country | email_exact | phone_country,1.0,1.0,1.0,1.0,1.0,1.0,auto_match_supported_dob_surnames
18,1422,SRR_M_ESP_1707_19,SRR_M_ESP_1204_23,SRR_M_ESP_1707_19,SRR_M_ESP_1204_23,transacciones|transacciones_espana_2023.csv|19,transacciones|transacciones_espana_2023.csv|1423,sergio rodriguez ruiz,sergio rodriguez ruiz,1993-04-21,1993-04-21,M,M,birthdate_country | birthdate_lastname_soundex_country | birthdate_name_lastname_soundex_country | email_exact,1.0,1.0,1.0,1.0,1.0,1.0,auto_match_supported_dob_surnames
18,3101,SRR_M_ESP_1707_19,SRR_M_ESP_0908_35,SRR_M_ESP_1707_19,SRR_M_ESP_0908_35,transacciones|transacciones_espana_2023.csv|19,transacciones|transacciones_espana_2024.csv|1435,sergio rodriguez ruiz,sergio rodriguez ruiz,1993-04-21,1993-04-21,M,M,birthdate_country | birthdate_lastname_soundex_country | birthdate_name_lastname_soundex_country | email_exact,1.0,1.0,1.0,1.0,1.0,1.0,auto_match_supported_dob_surnames
1422,3101,SRR_M_ESP_1204_23,SRR_M_ESP_0908_35,SRR_M_ESP_1204_23,SRR_M_ESP_0908_35,transacciones|transacciones_espana_2023.csv|1423,transacciones|transacciones_espana_2024.csv|1435,sergio rodriguez ruiz,sergio rodriguez ruiz,1993-04-21,1993-04-21,M,M,birthdate_country | birthdate_lastname_soundex_country | birthdate_name_lastname_soundex_country | email_exact | phone_country,1.0,1.0,1.0,1.0,1.0,1.0,auto_match_supported_dob_surnames
