left_index,right_index,left_id_consulta,right_id_consulta,left_id_consulta_original,right_id_consulta_original,left_record_key,right_record_key,left_name,right_name,left_dob,right_dob,left_sex,right_sex,blocking_passes,full_name_score,birth_date_score,sex_score,last_names_score,contact_score,total_score,classification
5089,6436,JWM_F_USA_0609_90,JWM_F_USA_2503_37,JWM_F_USA_0609_90,JWM_F_USA_2503_37,transacciones|transacciones_estados_unidos_2023.csv|90,transacciones|transacciones_estados_unidos_2023.csv|1437,jessica wilson martinez,jessica wilson martinez,1967-11-07,1948-05-17,F,F,email_exact | phone_country,1.0,0.0,1.0,1.0,1.0,0.7,auto_match_dob_conflict
6436,9450,JWM_F_USA_2503_37,JWM_F_USA_1001_17,JWM_F_USA_2503_37,JWM_F_USA_1001_17,transacciones|transacciones_estados_unidos_2023.csv|1437,transacciones|transacciones_estados_unidos_2025.csv|1117,jessica wilson martinez,jessica wilson martinez,1948-05-17,1967-11-07,F,F,phone_country,1.0,0.0,1.0,1.0,1.0,0.7,auto_match_dob_conflict
5103,7664,JWM_F_USA_2903_04,JWM_F_USA_0101_98,JWM_F_USA_2903_04,JWM_F_USA_0101_98,transacciones|transacciones_estados_unidos_2023.csv|104,transacciones|transacciones_estados_unidos_2024.csv|998,jessica wilson martinez,jessica wilson martinez,1967-11-07,1948-05-17,F,F,email_exact | phone_country,1.0,0.0,1.0,1.0,1.0,0.7,auto_match_dob_conflict
5103,5920,JWM_F_USA_2903_04,JWM_F_USA_0109_21,JWM_F_USA_2903_04,JWM_F_USA_0109_21,transacciones|transacciones_estados_unidos_2023.csv|104,transacciones|transacciones_estados_unidos_2023.csv|921,jessica wilson martinez,jessica wilson martinez,1967-11-07,1948-05-17,F,F,email_exact | phone_country,1.0,0.0,1.0,1.0,1.0,0.7,auto_match_dob_conflict
5869,5904,JTG_M_USA_0511_70,JTG_M_USA_0709_05,JTG_M_USA_0511_70,JTG_M_USA_0709_05,transacciones|transacciones_estados_unidos_2023.csv|870,transacciones|transacciones_estados_unidos_2023.csv|905,john taylor garcia,john taylor garcia,1963-03-03,1980-11-20,M,M,email_exact | phone_country,1.0,0.0,1.0,1.0,1.0,0.7,auto_match_dob_conflict
8435,9367,KMJ_F_USA_1902_02,KMJ_F_USA_0710_34,KMJ_F_USA_1902_02,KMJ_F_USA_0710_34,transacciones|transacciones_estados_unidos_2025.csv|102,transacciones|transacciones_estados_unidos_2025.csv|1034,karen moore johnson,karen moore johnson,1949-10-30,1989-05-24,F,F,email_exact | phone_country,1.0,0.0,1.0,1.0,1.0,0.7,auto_match_dob_conflict
8324,9367,KMJ_F_USA_1404_58,KMJ_F_USA_0710_34,KMJ_F_USA_1404_58,KMJ_F_USA_0710_34,transacciones|transacciones_estados_unidos_2024.csv|1658,transacciones|transacciones_estados_unidos_2025.csv|1034,karen moore johnson,karen moore johnson,1949-10-30,1989-05-24,F,F,email_exact | phone_country,1.0,0.0,1.0,1.0,1.0,0.7,auto_match_dob_conflict
8372,9367,KMJ_F_USA_1407_39,KMJ_F_USA_0710_34,KMJ_F_USA_1407_39,KMJ_F_USA_0710_34,transacciones|transacciones_estados_unidos_2025.csv|39,transacciones|transacciones_estados_unidos_2025.csv|1034,karen moore johnson,karen moore johnson,1949-10-30,1989-05-24,F,F,email_exact | phone_country,1.0,0.0,1.0,1.0,1.0,0.7,auto_match_dob_conflict
8777,9367,KMJ_F_USA_1906_44,KMJ_F_USA_0710_34,KMJ_F_USA_1906_44,KMJ_F_USA_0710_34,transacciones|transacciones_estados_unidos_2025.csv|444,transacciones|transacciones_estados_unidos_2025.csv|1034,karen moore johnson,karen moore johnson,1949-10-30,1989-05-24,F,F,email_exact | phone_country,1.0,0.0,1.0,1.0,1.0,0.7,auto_match_dob_conflict
8949,9367,KMJ_F_USA_0304_16,KMJ_F_USA_0710_34,KMJ_F_USA_0304_16,KMJ_F_USA_0710_34,transacciones|transacciones_estados_unidos_2025.csv|616,transacciones|transacciones_estados_unidos_2025.csv|1034,karen moore johnson,karen moore johnson,1949-10-30,1989-05-24,F,F,email_exact | phone_country,1.0,0.0,1.0,1.0,1.0,0.7,auto_match_dob_conflict
10287,14721,GFF_F_MEX_2202_88,GFF_F_MEX_0301_88,GFF_F_MEX_2202_88,GFF_F_MEX_0301_88,transacciones|transacciones_mexico_2023.csv|288,transacciones|transacciones_mexico_2025.csv|1388,gabriela flores flores,gabriela flores flores,1996-11-28,1975-06-24,F,F,email_exact | phone_country,1.0,0.0,1.0,1.0,1.0,0.7,auto_match_dob_conflict
13758,14721,GFF_F_MEX_1206_25,GFF_F_MEX_0301_88,GFF_F_MEX_1206_25,GFF_F_MEX_0301_88,transacciones|transacciones_mexico_2025.csv|425,transacciones|transacciones_mexico_2025.csv|1388,gabriela flors flores,gabriela flores flores,1996-11-28,1975-06-24,F,F,email_exact | phone_country,0.9623,0.0,1.0,0.9833,1.0,0.6833,auto_match_dob_conflict
12592,14721,GFF_F_MEX_0201_26,GFF_F_MEX_0301_88,GFF_F_MEX_0201_26,GFF_F_MEX_0301_88,transacciones|transacciones_mexico_2024.csv|926,transacciones|transacciones_mexico_2025.csv|1388,gabriela flores flores,gabriela flores flores,1996-11-28,1975-06-24,F,F,phone_country,1.0,0.0,1.0,1.0,1.0,0.7,auto_match_dob_conflict
10859,14211,DGT_M_MEX_1410_60,DGT_M_MEX_2507_78,DGT_M_MEX_1410_60,DGT_M_MEX_2507_78,transacciones|transacciones_mexico_2023.csv|860,transacciones|transacciones_mexico_2025.csv|878,daniel garcia torres,daniel garcia torres,1976-09-10,2001-07-21,M,M,phone_country,1.0,0.0,1.0,1.0,1.0,0.7,auto_match_dob_conflict
11159,13633,JPH_M_MEX_1207_60,JPH_M_MEX_1902_00,JPH_M_MEX_1207_60,JPH_M_MEX_1902_00,transacciones|transacciones_mexico_2023.csv|1160,transacciones|transacciones_mexico_2025.csv|300,jorge perez hernandez,jorge perez hernandez,1964-07-11,1988-03-07,M,M,email_exact | phone_country,1.0,0.0,1.0,1.0,1.0,0.7,auto_match_dob_conflict
11227,13633,JPH_M_MEX_2005_28,JPH_M_MEX_1902_00,JPH_M_MEX_2005_28,JPH_M_MEX_1902_00,transacciones|transacciones_mexico_2023.csv|1228,transacciones|transacciones_mexico_2025.csv|300,jorge perez hernandez,jorge perez hernandez,1964-07-11,1988-03-07,M,M,email_exact | phone_country,1.0,0.0,1.0,1.0,1.0,0.7,auto_match_dob_conflict
12382,13633,JPH_M_MEX_0203_16,JPH_M_MEX_1902_00,JPH_M_MEX_0203_16,JPH_M_MEX_1902_00,transacciones|transacciones_mexico_2024.csv|716,transacciones|transacciones_mexico_2025.csv|300,jorge perez hernandez,jorge perez hernandez,1964-07-11,1988-03-07,M,M,email_exact | phone_country,1.0,0.0,1.0,1.0,1.0,0.7,auto_match_dob_conflict
11306,11541,DGT_M_MEX_1410_07,DGT_M_MEX_0202_42,DGT_M_MEX_1410_07,DGT_M_MEX_0202_42,transacciones|transacciones_mexico_2023.csv|1307,transacciones|transacciones_mexico_2023.csv|1542,daniel garcia torres,daniel garcia torres,2001-07-21,1976-09-10,M,M,email_exact | phone_country,1.0,0.0,1.0,1.0,1.0,0.7,auto_match_dob_conflict
12355,13121,LRL_F_MEX_1804_89,LRL_F_MEX_2812_55,LRL_F_MEX_1804_89,LRL_F_MEX_2812_55,transacciones|transacciones_mexico_2024.csv|689,transacciones|transacciones_mexico_2024.csv|1455,lucia rodriguez lopez,lucia rodriguez lopez,1995-11-14,1968-12-18,F,F,email_exact | phone_country,1.0,0.0,1.0,1.0,1.0,0.7,auto_match_dob_conflict
137,4339,NHG_F_ESP_0705_38,NHG_F_ESP_0302_06,NHG_F_ESP_0705_38,NHG_F_ESP_0302_06,transacciones|transacciones_espana_2023.csv|138,transacciones|transacciones_espana_2025.csv|1006,nuria hernandez gomez,nuria hernandez gomez,2000-04-30,1997-02-20,F,F,email_exact,1.0,0.0,1.0,1.0,1.0,0.7,auto_match_dob_conflict
254,3738,IDM_F_ESP_1205_55,IDM_F_ESP_2303_05,IDM_F_ESP_1205_55,IDM_F_ESP_2303_05,transacciones|transacciones_espana_2023.csv|255,transacciones|transacciones_espana_2025.csv|405,isabel diaz martinez,isabel diaz martinez,1964-09-09,1955-04-29,F,F,email_exact,1.0,0.0,1.0,1.0,1.0,0.7,auto_match_dob_conflict
775,4238,RRR_M_ESP_0402_76,RRR_M_ESP_0701_05,RRR_M_ESP_0402_76,RRR_M_ESP_0701_05,transacciones|transacciones_espana_2023.csv|776,transacciones|transacciones_espana_2025.csv|905,rafael ruiz ruiz,rafael ruiz ruiz,1991-05-20,2013-05-10,M,M,email_exact,1.0,0.0,1.0,1.0,1.0,0.7,auto_match_dob_conflict
1966,3990,AHD_M_ESP_0701_00,AHD_M_ESP_2106_57,AHD_M_ESP_0701_00,AHD_M_ESP_2106_57,transacciones|transacciones_espana_2024.csv|300,transacciones|transacciones_espana_2025.csv|657,alejandro hernandez diaz,alejandro hernandez diaz,1995-05-10,1935-02-01,M,M,email_exact,1.0,0.0,1.0,1.0,1.0,0.7,auto_match_dob_conflict
496,3990,AHD_M_ESP_2206_97,AHD_M_ESP_2106_57,AHD_M_ESP_2206_97,AHD_M_ESP_2106_57,transacciones|transacciones_espana_2023.csv|497,transacciones|transacciones_espana_2025.csv|657,alejandro hernandez diaz,alejandro hernandez diaz,1995-05-10,1935-02-01,M,M,email_exact,1.0,0.0,1.0,1.0,1.0,0.7,auto_match_dob_conflict
1637,4594,LRP_F_ESP_0411_38,LRP_F_ESP_3107_61,LRP_F_ESP_0411_38,LRP_F_ESP_3107_61,transacciones|transacciones_espana_2023.csv|1638,transacciones|transacciones_espana_2025.csv|1261,lucia rodriguez perez,lucia rodriguez perez,1937-10-03,1987-09-04,F,F,email_exact,1.0,0.0,1.0,1.0,1.0,0.7,auto_match_dob_conflict
2045,4365,LPR_F_ESP_1507_79,LPR_F_ESP_0709_32,LPR_F_ESP_1507_79,LPR_F_ESP_0709_32,transacciones|transacciones_espana_2024.csv|379,transacciones|transacciones_espana_2025.csv|1032,laura perez ruiz,laura perez ruiz,1987-02-15,2006-07-15,F,F,email_exact,1.0,0.0,1.0,1.0,1.0,0.7,auto_match_dob_conflict
2045,4514,LPR_F_ESP_1507_79,LPR_F_ESP_0905_81,LPR_F_ESP_1507_79,LPR_F_ESP_0905_81,transacciones|transacciones_espana_2024.csv|379,transacciones|transacciones_espana_2025.csv|1181,laura perez ruiz,laura perez ruiz,1987-02-15,2006-07-15,F,F,email_exact,1.0,0.0,1.0,1.0,1.0,0.7,auto_match_dob_conflict
6064,9904,WGJ_M_USA_0704_65,WGJ_M_USA_0501_71,WGJ_M_USA_0704_65,WGJ_M_USA_0501_71,transacciones|transacciones_estados_unidos_2023.csv|1065,transacciones|transacciones_estados_unidos_2025.csv|1571,william garcia johnson,william garcia johnson,1985-06-16,1970-11-16,M,M,email_exact,1.0,0.0,1.0,1.0,1.0,0.7,auto_match_dob_conflict
5065,9904,WGJ_M_USA_0412_66,WGJ_M_USA_0501_71,WGJ_M_USA_0412_66,WGJ_M_USA_0501_71,transacciones|transacciones_estados_unidos_2023.csv|66,transacciones|transacciones_estados_unidos_2025.csv|1571,william garcia johnson,william garcia johnson,1985-06-16,1970-11-16,M,M,email_exact,1.0,0.0,1.0,1.0,1.0,0.7,auto_match_dob_conflict
9266,9904,WGJ_M_USA_2809_33,WGJ_M_USA_0501_71,WGJ_M_USA_2809_33,WGJ_M_USA_0501_71,transacciones|transacciones_estados_unidos_2025.csv|933,transacciones|transacciones_estados_unidos_2025.csv|1571,william garcia johnson,william garcia johnson,1985-06-16,1970-11-16,M,M,email_exact,1.0,0.0,1.0,1.0,1.0,0.7,auto_match_dob_conflict
5580,9096,EDW_F_USA_1312_81,EDW_F_USA_1412_63,EDW_F_USA_1312_81,EDW_F_USA_1412_63,transacciones|transacciones_estados_unidos_2023.csv|581,transacciones|transacciones_estados_unidos_2025.csv|763,elizabeth davis wilson,elizabeth davis wilson,1976-11-08,1985-02-07,F,F,email_exact,1.0,0.0,1.0,1.0,1.0,0.7,auto_match_dob_conflict
5869,9426,JTG_M_USA_0511_70,JTG_M_USA_1006_93,JTG_M_USA_0511_70,JTG_M_USA_1006_93,transacciones|transacciones_estados_unidos_2023.csv|870,transacciones|transacciones_estados_unidos_2025.csv|1093,john taylor garcia,john taylor garcia,1963-03-03,1980-11-20,M,M,email_exact,1.0,0.0,1.0,1.0,1.0,0.7,auto_match_dob_conflict
5869,5951,JTG_M_USA_0511_70,JTG_M_USA_0703_52,JTG_M_USA_0511_70,JTG_M_USA_0703_52,transacciones|transacciones_estados_unidos_2023.csv|870,transacciones|transacciones_estados_unidos_2023.csv|952,john taylor garcia,john taylor garcia,1963-03-03,1980-11-20,M,M,email_exact,1.0,0.0,1.0,1.0,1.0,0.7,auto_match_dob_conflict
6571,9113,EDW_F_USA_1509_72,EDW_F_USA_1312_80,EDW_F_USA_1509_72,EDW_F_USA_1312_80,transacciones|transacciones_estados_unidos_2023.csv|1572,transacciones|transacciones_estados_unidos_2025.csv|780,elizabeth davis wilson,elizabeth davis wilson,1985-02-07,1976-11-08,F,F,email_exact,1.0,0.0,1.0,1.0,1.0,0.7,auto_match_dob_conflict
8170,9103,JSJ_M_USA_2301_04,JSJ_M_USA_1704_70,JSJ_M_USA_2301_04,JSJ_M_USA_1704_70,transacciones|transacciones_estados_unidos_2024.csv|1504,transacciones|transacciones_estados_unidos_2025.csv|770,joseph smith jones,joseph smith jones,1952-02-10,1939-12-09,M,M,email_exact,1.0,0.0,1.0,1.0,1.0,0.7,auto_match_dob_conflict
11764,13862,LRL_F_MEX_2812_98,LRL_F_MEX_0704_29,LRL_F_MEX_2812_98,LRL_F_MEX_0704_29,transacciones|transacciones_mexico_2024.csv|98,transacciones|transacciones_mexico_2025.csv|529,lucia rodriguez lopez,lucia rodriguez lopez,1995-11-14,1968-12-18,F,F,email_exact,1.0,0.0,1.0,1.0,1.0,0.7,auto_match_dob_conflict
10647,11764,LRL_F_MEX_0710_48,LRL_F_MEX_2812_98,LRL_F_MEX_0710_48,LRL_F_MEX_2812_98,transacciones|transacciones_mexico_2023.csv|648,transacciones|transacciones_mexico_2024.csv|98,lucia rodriguez lopez,lucia rodriguez lopez,1968-12-18,1995-11-14,F,F,email_exact,1.0,0.0,1.0,1.0,1.0,0.7,auto_match_dob_conflict
11306,13031,DGT_M_MEX_1410_07,DGT_M_MEX_1308_65,DGT_M_MEX_1410_07,DGT_M_MEX_1308_65,transacciones|transacciones_mexico_2023.csv|1307,transacciones|transacciones_mexico_2024.csv|1365,daniel garcia torres,daniel garcia torres,2001-07-21,1976-09-10,M,M,email_exact,1.0,0.0,1.0,1.0,1.0,0.7,auto_match_dob_conflict
14098,14145,GFF_F_MEX_0201_65,GFF_F_MEX_0504_12,GFF_F_MEX_0201_65,GFF_F_MEX_0504_12,transacciones|transacciones_mexico_2025.csv|765,transacciones|transacciones_mexico_2025.csv|812,gabriela flores flores,gabriela flores flores,1996-11-28,1975-06-24,F,F,email_exact,1.0,0.0,1.0,1.0,1.0,0.7,auto_match_dob_conflict
