left_index,right_index,left_id_consulta,right_id_consulta,left_id_consulta_original,right_id_consulta_original,left_record_key,right_record_key,left_name,right_name,left_dob,right_dob,left_sex,right_sex,blocking_passes,full_name_score,birth_date_score,sex_score,last_names_score,contact_score,total_score,classification
184,743,NLR_F_ESP_2105_85,NLR_F_ESP_2911_44,NLR_F_ESP_2105_85,NLR_F_ESP_2911_44,transacciones|transacciones_espana_2023.csv|185,transacciones|transacciones_espana_2023.csv|744,nuria lopez ruiz,nuria lopez,1972-05-11,1972-05-11,F,F,birthdate_country | birthdate_lastname_soundex_country | birthdate_name_lastname_soundex_country,0.9375,1.0,1.0,0.5,0.0,0.825,manual_review_score
743,1594,NLR_F_ESP_2911_44,NLR_F_ESP_0810_95,NLR_F_ESP_2911_44,NLR_F_ESP_0810_95,transacciones|transacciones_espana_2023.csv|744,transacciones|transacciones_espana_2023.csv|1595,nuria lopez,nuria lopez ruiz,1972-05-11,1972-05-11,F,F,birthdate_country | birthdate_lastname_soundex_country | birthdate_name_lastname_soundex_country,0.9375,1.0,1.0,0.5,0.0,0.825,manual_review_score
550,2296,MGR_M_ESP_2904_51,MGR_M_ESP_1602_30,MGR_M_ESP_2904_51,MGR_M_ESP_1602_30,transacciones|transacciones_espana_2023.csv|551,transacciones|transacciones_espana_2024.csv|630,manuel garcia rodriguez,manuel garcia,1936-07-02,1936-07-02,M,M,birthdate_country | birthdate_lastname_soundex_country | birthdate_name_lastname_soundex_country,0.913,1.0,1.0,0.5,0.0,0.8152,manual_review_score
2296,4644,MGR_M_ESP_1602_30,MGR_M_ESP_2604_11,MGR_M_ESP_1602_30,MGR_M_ESP_2604_11,transacciones|transacciones_espana_2024.csv|630,transacciones|transacciones_espana_2025.csv|1311,manuel garcia,manuel garcia rodriguez,1936-07-02,1936-07-02,M,M,birthdate_country | birthdate_lastname_soundex_country | birthdate_name_lastname_soundex_country,0.913,1.0,1.0,0.5,0.0,0.8152,manual_review_score
199,1489,MFF_F_ESP_2212_00,MSM_F_ESP_1711_90,MFF_F_ESP_2212_00,MSM_F_ESP_1711_90,transacciones|transacciones_espana_2023.csv|200,transacciones|transacciones_espana_2023.csv|1490,maria fernandez fernandez,marta sanchez martin,2005-05-25,2005-05-25,F,F,birthdate_country,0.7345,1.0,1.0,0.5443,0.0,0.7482,manual_review_score
199,2680,MFF_F_ESP_2212_00,MSM_F_ESP_0510_14,MFF_F_ESP_2212_00,MSM_F_ESP_0510_14,transacciones|transacciones_espana_2023.csv|200,transacciones|transacciones_espana_2024.csv|1014,maria fernandez fernandez,marta sanchez martin,2005-05-25,2005-05-25,F,F,birthdate_country,0.7345,1.0,1.0,0.5443,0.0,0.7482,manual_review_score
199,4791,MFF_F_ESP_2212_00,MSM_F_ESP_2409_58,MFF_F_ESP_2212_00,MSM_F_ESP_2409_58,transacciones|transacciones_espana_2023.csv|200,transacciones|transacciones_espana_2025.csv|1458,maria fernandez fernandez,marta sanchez martin,2005-05-25,2005-05-25,F,F,birthdate_country,0.7345,1.0,1.0,0.5443,0.0,0.7482,manual_review_score
199,2142,MFF_F_ESP_2212_00,MSM_F_ESP_2410_76,MFF_F_ESP_2212_00,MSM_F_ESP_2410_76,transacciones|transacciones_espana_2023.csv|200,transacciones|transacciones_espana_2024.csv|476,maria fernandez fernandez,marta sanchez martin,2005-05-25,2005-05-25,F,F,birthdate_country,0.7345,1.0,1.0,0.5443,0.0,0.7482,manual_review_score
205,649,MRL_F_ESP_0111_06,MLR_F_ESP_1205_50,MRL_F_ESP_0111_06,MLR_F_ESP_1205_50,transacciones|transacciones_espana_2023.csv|206,transacciones|transacciones_espana_2023.csv|650,marta ruiz lopez,maria lopez rodriguez,1972-02-14,1972-02-14,F,F,birthdate_country,0.8097,1.0,1.0,0.4602,0.0,0.7699,manual_review_score
649,2404,MLR_F_ESP_1205_50,MRL_F_ESP_2402_38,MLR_F_ESP_1205_50,MRL_F_ESP_2402_38,transacciones|transacciones_espana_2023.csv|650,transacciones|transacciones_espana_2024.csv|738,maria lopez rodriguez,marta ruiz lopez,1972-02-14,1972-02-14,F,F,birthdate_country,0.8097,1.0,1.0,0.4602,0.0,0.7699,manual_review_score
649,3239,MLR_F_ESP_1205_50,MRL_F_ESP_0205_73,MLR_F_ESP_1205_50,MRL_F_ESP_0205_73,transacciones|transacciones_espana_2023.csv|650,transacciones|transacciones_espana_2024.csv|1573,maria lopez rodriguez,marta ruiz lopez,1972-02-14,1972-02-14,F,F,birthdate_country,0.8097,1.0,1.0,0.4602,0.0,0.7699,manual_review_score
649,4994,MLR_F_ESP_1205_50,MRL_F_ESP_2507_61,MLR_F_ESP_1205_50,MRL_F_ESP_2507_61,transacciones|transacciones_espana_2023.csv|650,transacciones|transacciones_espana_2025.csv|1661,maria lopez rodriguez,marta ruiz lopez,1972-02-14,1972-02-14,F,F,birthdate_country,0.8097,1.0,1.0,0.4602,0.0,0.7699,manual_review_score
489,676,MHR_F_ESP_2604_90,MHR_F_ESP_0309_77,MHR_F_ESP_2604_90,MHR_F_ESP_0309_77,transacciones|transacciones_espana_2023.csv|490,transacciones|transacciones_espana_2023.csv|677,maria hernandez rodriguez,maria hernandez,1951-11-16,1951-11-16,F,F,birthdate_country | birthdate_lastname_soundex_country | birthdate_name_lastname_soundex_country,0.92,1.0,1.0,0.5,0.0,0.818,manual_review_score
225,2758,MHR_F_ESP_1902_26,MHR_F_ESP_2010_92,MHR_F_ESP_1902_26,MHR_F_ESP_2010_92,transacciones|transacciones_espana_2023.csv|226,transacciones|transacciones_espana_2024.csv|1092,maria hernandez rodriguez,maria hernandez,1951-11-16,1951-11-16,F,F,birthdate_country | birthdate_lastname_soundex_country | birthdate_name_lastname_soundex_country,0.92,1.0,1.0,0.5,0.0,0.818,manual_review_score
676,2758,MHR_F_ESP_0309_77,MHR_F_ESP_2010_92,MHR_F_ESP_0309_77,MHR_F_ESP_2010_92,transacciones|transacciones_espana_2023.csv|677,transacciones|transacciones_espana_2024.csv|1092,maria hernandez,maria hernandez,1951-11-16,1951-11-16,F,F,birthdate_country | birthdate_lastname_soundex_country | birthdate_name_lastname_soundex_country,1.0,1.0,1.0,0.5,0.0,0.85,manual_review_score
252,4532,PPR_M_ESP_0410_53,PPR_M_ESP_2411_99,PPR_M_ESP_0410_53,PPR_M_ESP_2411_99,transacciones|transacciones_espana_2023.csv|253,transacciones|transacciones_espana_2025.csv|1199,pablo perez,pablo perez rodriguez,1978-05-26,1978-05-26,M,M,birthdate_country | birthdate_lastname_soundex_country | birthdate_name_lastname_soundex_country,0.9048,1.0,1.0,0.5,0.0,0.8119,manual_review_score
1930,4807,JDR_M_ESP_1611_64,JDR_M_ESP_1804_74,JDR_M_ESP_1611_64,JDR_M_ESP_1804_74,transacciones|transacciones_espana_2024.csv|264,transacciones|transacciones_espana_2025.csv|1474,javier diaz,javier diaz ruiz,1945-08-27,1945-08-27,M,M,birthdate_country | birthdate_lastname_soundex_country | birthdate_name_lastname_soundex_country,0.9375,1.0,1.0,0.5,0.0,0.825,manual_review_score
1930,4173,JDR_M_ESP_1611_64,JDR_M_ESP_1307_40,JDR_M_ESP_1611_64,JDR_M_ESP_1307_40,transacciones|transacciones_espana_2024.csv|264,transacciones|transacciones_espana_2025.csv|840,javier diaz,javier diaz ruiz,1945-08-27,1945-08-27,M,M,birthdate_country | birthdate_lastname_soundex_country | birthdate_name_lastname_soundex_country,0.9375,1.0,1.0,0.5,0.0,0.825,manual_review_score
291,3702,ALS_M_ESP_2707_92,ALD_M_ESP_0303_69,ALS_M_ESP_2707_92,ALD_M_ESP_0303_69,transacciones|transacciones_espana_2023.csv|292,transacciones|transacciones_espana_2025.csv|369,alejandro lopez sanchez,alejandro lopez,1956-07-10,1956-07-10,M,M,birthdate_country | birthdate_lastname_soundex_country | birthdate_name_lastname_soundex_country,0.9304,1.0,1.0,0.5,0.0,0.8222,manual_review_score
293,4914,DPG_M_ESP_2610_94,DPG_M_ESP_0509_81,DPG_M_ESP_2610_94,DPG_M_ESP_0509_81,transacciones|transacciones_espana_2023.csv|294,transacciones|transacciones_espana_2025.csv|1581,daniel peez garcia,daniel perez garcia,1949-03-02,1949-03-02,M,M,birthdate_country,0.9561,1.0,1.0,0.9733,0.0,0.8798,manual_review_score
293,4078,DPG_M_ESP_2610_94,DPG_M_ESP_2811_45,DPG_M_ESP_2610_94,DPG_M_ESP_2811_45,transacciones|transacciones_espana_2023.csv|294,transacciones|transacciones_espana_2025.csv|745,daniel peez garcia,daniel perez garcia,1949-03-02,1949-03-02,M,M,birthdate_country,0.9561,1.0,1.0,0.9733,0.0,0.8798,manual_review_score
295,3021,MMH_F_ESP_0503_96,MMH_F_ESP_0304_55,MMH_F_ESP_0503_96,MMH_F_ESP_0304_55,transacciones|transacciones_espana_2023.csv|296,transacciones|transacciones_espana_2024.csv|1355,maria martin,maria martin hernandez,1972-02-20,1972-02-20,F,F,birthdate_country | birthdate_lastname_soundex_country | birthdate_name_lastname_soundex_country,0.9091,1.0,1.0,0.5,0.0,0.8136,manual_review_score
299,476,DSP_M_ESP_3103_00,DSP_M_ESP_1105_77,DSP_M_ESP_3103_00,DSP_M_ESP_1105_77,transacciones|transacciones_espana_2023.csv|300,transacciones|transacciones_espana_2023.csv|477,daniel sanchez perez,daniel sanchez,1962-07-05,1962-07-05,M,M,birthdate_country | birthdate_lastname_soundex_country | birthdate_name_lastname_soundex_country,0.94,1.0,1.0,0.5,0.0,0.826,manual_review_score
301,4025,MRF_F_ESP_0407_02,SRP_F_ESP_2304_92,MRF_F_ESP_0407_02,SRP_F_ESP_2304_92,transacciones|transacciones_espana_2023.csv|302,transacciones|transacciones_espana_2025.csv|692,marta rodriguez fernandez,sara ruiz perez,1982-10-07,1982-10-07,F,F,birthdate_country,0.7443,1.0,1.0,0.5787,0.0,0.7556,manual_review_score
3528,3798,MRF_F_ESP_2601_95,SRP_F_ESP_0804_65,MRF_F_ESP_2601_95,SRP_F_ESP_0804_65,transacciones|transacciones_espana_2025.csv|195,transacciones|transacciones_espana_2025.csv|465,marta rodriguez fernandez,sara ruiz perez,1982-10-07,1982-10-07,F,F,birthdate_country,0.7443,1.0,1.0,0.5787,0.0,0.7556,manual_review_score
3528,4025,MRF_F_ESP_2601_95,SRP_F_ESP_2304_92,MRF_F_ESP_2601_95,SRP_F_ESP_2304_92,transacciones|transacciones_espana_2025.csv|195,transacciones|transacciones_espana_2025.csv|692,marta rodriguez fernandez,sara ruiz perez,1982-10-07,1982-10-07,F,F,birthdate_country,0.7443,1.0,1.0,0.5787,0.0,0.7556,manual_review_score
301,3798,MRF_F_ESP_0407_02,SRP_F_ESP_0804_65,MRF_F_ESP_0407_02,SRP_F_ESP_0804_65,transacciones|transacciones_espana_2023.csv|302,transacciones|transacciones_espana_2025.csv|465,marta rodriguez fernandez,sara ruiz perez,1982-10-07,1982-10-07,F,F,birthdate_country,0.7443,1.0,1.0,0.5787,0.0,0.7556,manual_review_score
989,2391,MPS_M_ESP_1406_90,MPS_M_ESP_2011_25,MPS_M_ESP_1406_90,MPS_M_ESP_2011_25,transacciones|transacciones_espana_2023.csv|990,transacciones|transacciones_espana_2024.csv|725,miguel prez sanchez,miguel perez sanchez,1992-06-22,1992-06-22,M,M,birthdate_country | birthdate_lastname_soundex_country | birthdate_name_lastname_soundex_country,0.9374,1.0,1.0,0.9325,0.0,0.8682,manual_review_score
1733,4755,SGF_F_ESP_1412_67,SGF_F_ESP_2702_22,SGF_F_ESP_1412_67,SGF_F_ESP_2702_22,transacciones|transacciones_espana_2024.csv|67,transacciones|transacciones_espana_2025.csv|1422,sara gomez fernandez,sara gomez,1940-01-26,1940-01-26,F,F,birthdate_country | birthdate_lastname_soundex_country | birthdate_name_lastname_soundex_country,0.9,1.0,1.0,0.5,0.0,0.81,manual_review_score
379,4755,SGF_F_ESP_1807_80,SGF_F_ESP_2702_22,SGF_F_ESP_1807_80,SGF_F_ESP_2702_22,transacciones|transacciones_espana_2023.csv|380,transacciones|transacciones_espana_2025.csv|1422,sara gomez fernandez,sara gomez,1940-01-26,1940-01-26,F,F,birthdate_country | birthdate_lastname_soundex_country | birthdate_name_lastname_soundex_country,0.9,1.0,1.0,0.5,0.0,0.81,manual_review_score
1131,4755,SGF_F_ESP_0908_32,SGF_F_ESP_2702_22,SGF_F_ESP_0908_32,SGF_F_ESP_2702_22,transacciones|transacciones_espana_2023.csv|1132,transacciones|transacciones_espana_2025.csv|1422,sara gomez fernandez,sara gomez,1940-01-26,1940-01-26,F,F,birthdate_country | birthdate_lastname_soundex_country | birthdate_name_lastname_soundex_country,0.9,1.0,1.0,0.5,0.0,0.81,manual_review_score
389,3513,ARG_M_ESP_0112_90,ARG_M_ESP_1105_80,ARG_M_ESP_0112_90,ARG_M_ESP_1105_80,transacciones|transacciones_espana_2023.csv|390,transacciones|transacciones_espana_2025.csv|180,alejandro ruiz,alejandro ruiz gomez,1953-01-22,1953-01-22,M,M,birthdate_country | birthdate_lastname_soundex_country | birthdate_name_lastname_soundex_country,0.94,1.0,1.0,0.5,0.0,0.826,manual_review_score
405,3727,JDG_M_ESP_0805_06,JDG_M_ESP_3011_94,JDG_M_ESP_0805_06,JDG_M_ESP_3011_94,transacciones|transacciones_espana_2023.csv|406,transacciones|transacciones_espana_2025.csv|394,javier diaz,javier diaz gomez,2002-04-21,2002-04-21,M,M,birthdate_country | birthdate_lastname_soundex_country | birthdate_name_lastname_soundex_country,0.9294,1.0,1.0,0.5,0.0,0.8218,manual_review_score
407,4667,MGS_M_ESP_1902_08,MGS_M_ESP_1811_34,MGS_M_ESP_1902_08,MGS_M_ESP_1811_34,transacciones|transacciones_espana_2023.csv|408,transacciones|transacciones_espana_2025.csv|1334,miguel gomez sanchez,miguel gomz sanchez,1986-03-20,1986-03-20,M,M,birthdate_country | birthdate_lastname_soundex_country | birthdate_name_lastname_soundex_country,0.9479,1.0,1.0,0.9767,0.0,0.8768,manual_review_score
408,2154,MHR_M_ESP_2412_09,MGJ_M_ESP_1806_88,MHR_M_ESP_2412_09,MGJ_M_ESP_1806_88,transacciones|transacciones_espana_2023.csv|409,transacciones|transacciones_espana_2024.csv|488,manuel hernandez ruiz,manuel gomez jimenez,1961-12-21,1961-12-21,M,M,birthdate_country,0.8448,1.0,1.0,0.4507,0.0,0.783,manual_review_score
408,4290,MHR_M_ESP_2412_09,MGJ_M_ESP_1409_57,MHR_M_ESP_2412_09,MGJ_M_ESP_1409_57,transacciones|transacciones_espana_2023.csv|409,transacciones|transacciones_espana_2025.csv|957,manuel hernandez ruiz,manuel gomez jimenez,1961-12-21,1961-12-21,M,M,birthdate_country,0.8448,1.0,1.0,0.4507,0.0,0.783,manual_review_score
408,2468,MHR_M_ESP_2412_09,MGJ_M_ESP_2608_02,MHR_M_ESP_2412_09,MGJ_M_ESP_2608_02,transacciones|transacciones_espana_2023.csv|409,transacciones|transacciones_espana_2024.csv|802,manuel hernandez ruiz,manuel gomez jimenez,1961-12-21,1961-12-21,M,M,birthdate_country,0.8448,1.0,1.0,0.4507,0.0,0.783,manual_review_score
408,4897,MHR_M_ESP_2412_09,MGJ_M_ESP_2406_64,MHR_M_ESP_2412_09,MGJ_M_ESP_2406_64,transacciones|transacciones_espana_2023.csv|409,transacciones|transacciones_espana_2025.csv|1564,manuel hernandez ruiz,manuel gomez jimenez,1961-12-21,1961-12-21,M,M,birthdate_country,0.8448,1.0,1.0,0.4507,0.0,0.783,manual_review_score
408,1287,MHR_M_ESP_2412_09,MGJ_M_ESP_0211_88,MHR_M_ESP_2412_09,MGJ_M_ESP_0211_88,transacciones|transacciones_espana_2023.csv|409,transacciones|transacciones_espana_2023.csv|1288,manuel hernandez ruiz,manuel gomez jimenez,1961-12-21,1961-12-21,M,M,birthdate_country,0.8448,1.0,1.0,0.4507,0.0,0.783,manual_review_score
3364,4004,APR_M_ESP_0710_31,APR_M_ESP_2804_71,APR_M_ESP_0710_31,APR_M_ESP_2804_71,transacciones|transacciones_espana_2025.csv|31,transacciones|transacciones_espana_2025.csv|671,antonio perez,antonio perez ruiz,1958-06-05,1958-06-05,M,M,birthdate_country | birthdate_lastname_soundex_country | birthdate_name_lastname_soundex_country,0.9444,1.0,1.0,0.5,0.0,0.8278,manual_review_score
445,3353,PSJ_M_ESP_2812_46,PSJ_M_ESP_0308_20,PSJ_M_ESP_2812_46,PSJ_M_ESP_0308_20,transacciones|transacciones_espana_2023.csv|446,transacciones|transacciones_espana_2025.csv|20,pablo sanchez,pablo sanchez jimenez,2002-11-03,2002-11-03,M,M,birthdate_country | birthdate_lastname_soundex_country | birthdate_name_lastname_soundex_country,0.9238,1.0,1.0,0.5,0.0,0.8195,manual_review_score
446,3248,MLL_M_ESP_2611_47,MLL_M_ESP_0705_82,MLL_M_ESP_2611_47,MLL_M_ESP_0705_82,transacciones|transacciones_espana_2023.csv|447,transacciones|transacciones_espana_2024.csv|1582,manuel lopez lopez,manuel lpez lopez,1949-03-29,1949-03-29,M,M,birthdate_country | birthdate_lastname_soundex_country | birthdate_name_lastname_soundex_country,0.9536,1.0,1.0,0.97,0.0,0.8784,manual_review_score
460,1802,ADG_M_ESP_2402_61,ADG_M_ESP_3005_36,ADG_M_ESP_2402_61,ADG_M_ESP_3005_36,transacciones|transacciones_espana_2023.csv|461,transacciones|transacciones_espana_2024.csv|136,alvaro diaz gomez,alvaro diaz,1960-11-16,1960-11-16,M,M,birthdate_country | birthdate_lastname_soundex_country | birthdate_name_lastname_soundex_country,0.9294,1.0,1.0,0.5,0.0,0.8218,manual_review_score
573,873,JGG_M_ESP_2710_74,JGG_M_ESP_1910_74,JGG_M_ESP_2710_74,JGG_M_ESP_1910_74,transacciones|transacciones_espana_2023.csv|574,transacciones|transacciones_espana_2023.csv|874,javier gomez,javier gomez gomez,1998-02-23,1998-02-23,M,M,birthdate_country | birthdate_lastname_soundex_country | birthdate_name_lastname_soundex_country,0.9333,1.0,1.0,0.5,0.0,0.8233,manual_review_score
3268,4230,MRJ_F_ESP_2705_02,MRJ_F_ESP_0709_97,MRJ_F_ESP_2705_02,MRJ_F_ESP_0709_97,transacciones|transacciones_espana_2024.csv|1602,transacciones|transacciones_espana_2025.csv|897,marta ruiz jimenez,marta ruiz,2006-08-16,2006-08-16,F,F,birthdate_country | birthdate_lastname_soundex_country | birthdate_name_lastname_soundex_country,0.9111,1.0,1.0,0.5,0.0,0.8144,manual_review_score
614,3016,LLF_F_ESP_2204_15,LLF_F_ESP_2504_50,LLF_F_ESP_2204_15,LLF_F_ESP_2504_50,transacciones|transacciones_espana_2023.csv|615,transacciones|transacciones_espana_2024.csv|1350,l lopez fernandez,laura lpez fernandez,1990-10-16,1990-10-16,F,F,birthdate_country | birthdate_lastname_soundex_country,0.8286,1.0,1.0,0.97,0.0,0.8284,manual_review_score
652,1070,DSM_M_ESP_2801_53,DSM_M_ESP_0710_71,DSM_M_ESP_2801_53,DSM_M_ESP_0710_71,transacciones|transacciones_espana_2023.csv|653,transacciones|transacciones_espana_2023.csv|1071,david sanchez,david sanchez martin,1945-02-23,1945-02-23,M,M,birthdate_country | birthdate_lastname_soundex_country | birthdate_name_lastname_soundex_country,0.93,1.0,1.0,0.5,0.0,0.822,manual_review_score
2134,3380,CMM_F_ESP_1603_68,CMM_F_ESP_1012_47,CMM_F_ESP_1603_68,CMM_F_ESP_1012_47,transacciones|transacciones_espana_2024.csv|468,transacciones|transacciones_espana_2025.csv|47,carmen martin,carmen martin martinez,1967-01-02,1967-01-02,F,F,birthdate_country | birthdate_lastname_soundex_country | birthdate_name_lastname_soundex_country,0.9182,1.0,1.0,0.5,0.0,0.8173,manual_review_score
2173,3314,ASD_M_ESP_1110_07,ASD_M_ESP_3012_48,ASD_M_ESP_1110_07,ASD_M_ESP_3012_48,transacciones|transacciones_espana_2024.csv|507,transacciones|transacciones_espana_2024.csv|1648,alvaro sanchez,alvaro sanchez diaz,1979-04-29,1979-04-29,M,M,birthdate_country | birthdate_lastname_soundex_country | birthdate_name_lastname_soundex_country,0.9474,1.0,1.0,0.5,0.0,0.8289,manual_review_score
1198,4386,MSH_F_ESP_0509_99,MSH_F_ESP_2808_53,MSH_F_ESP_0509_99,MSH_F_ESP_2808_53,transacciones|transacciones_espana_2023.csv|1199,transacciones|transacciones_espana_2025.csv|1053,maria sanchez hernandez,maria sanchez,1957-05-16,1957-05-16,F,F,birthdate_country | birthdate_lastname_soundex_country | birthdate_name_lastname_soundex_country,0.913,1.0,1.0,0.5,0.0,0.8152,manual_review_score
796,4386,MSH_F_ESP_2208_97,MSH_F_ESP_2808_53,MSH_F_ESP_2208_97,MSH_F_ESP_2808_53,transacciones|transacciones_espana_2023.csv|797,transacciones|transacciones_espana_2025.csv|1053,maria sanchez hernandez,maria sanchez,1957-05-16,1957-05-16,F,F,birthdate_country | birthdate_lastname_soundex_country | birthdate_name_lastname_soundex_country,0.913,1.0,1.0,0.5,0.0,0.8152,manual_review_score
856,4861,LSM_F_ESP_1007_57,LSM_F_ESP_0807_28,LSM_F_ESP_1007_57,LSM_F_ESP_0807_28,transacciones|transacciones_espana_2023.csv|857,transacciones|transacciones_espana_2025.csv|1528,lucia sanchez martinez,lucia sanchez,1940-12-30,1940-12-30,F,F,birthdate_country | birthdate_lastname_soundex_country | birthdate_name_lastname_soundex_country,0.9182,1.0,1.0,0.5,0.0,0.8173,manual_review_score
1297,3310,PPJ_F_ESP_1410_98,PPJ_F_ESP_0808_44,PPJ_F_ESP_1410_98,PPJ_F_ESP_0808_44,transacciones|transacciones_espana_2023.csv|1298,transacciones|transacciones_espana_2024.csv|1644,paula perez,paula perez jimenez,2019-07-10,2019-07-10,F,F,birthdate_country | birthdate_lastname_soundex_country | birthdate_name_lastname_soundex_country,0.9158,1.0,1.0,0.5,0.0,0.8163,manual_review_score
1725,2864,DPJ_M_ESP_1011_59,DPJ_M_ESP_1702_98,DPJ_M_ESP_1011_59,DPJ_M_ESP_1702_98,transacciones|transacciones_espana_2024.csv|59,transacciones|transacciones_espana_2024.csv|1198,d perez jimenez,daniel peez jimenez,1965-08-14,1965-08-14,M,M,birthdate_country,0.7725,1.0,1.0,0.9733,0.0,0.8063,manual_review_score
1004,1963,CGD_F_ESP_2804_05,CGD_F_ESP_2410_97,CGD_F_ESP_2804_05,CGD_F_ESP_2410_97,transacciones|transacciones_espana_2023.csv|1005,transacciones|transacciones_espana_2024.csv|297,carmen gomez,carmen gomez diaz,2012-10-02,2012-10-02,F,F,birthdate_country | birthdate_lastname_soundex_country | birthdate_name_lastname_soundex_country,0.9412,1.0,1.0,0.5,0.0,0.8265,manual_review_score
2613,3140,NRH_F_ESP_2906_47,CRG_F_ESP_2902_74,NRH_F_ESP_2906_47,CRG_F_ESP_2902_74,transacciones|transacciones_espana_2024.csv|947,transacciones|transacciones_espana_2024.csv|1474,nuria rodriguez hernandez,claudia rodriguez gomez,1977-03-26,1977-03-26,F,F,birthdate_country | birthdate_lastname_soundex_country,0.7369,1.0,1.0,0.7185,0.0,0.7666,manual_review_score
